instant,date,year,season,month,weekday,holiday,workday,weathersit,temp,atemp,humidity,windspeed,casual,registered,cnt
580,2012/8/2,2012,3,8,4,0,1,1,30.85,35.35,65.96,4.79,983,6278,7261
581,2012/8/3,2012,3,8,5,0,1,2,31.4,36.14,64.25,7.98,1328,5847,7175
582,2012/8/4,2012,3,8,6,0,0,1,32.53,37.56,61.33,9.53,2345,4479,6824
583,2012/8/5,2012,3,8,0,0,0,1,31.54,36.55,65.25,10.75,1707,3757,5464
584,2012/8/6,2012,3,8,1,0,1,2,30.85,35.51,65.42,4.79,1233,5780,7013
585,2012/8/7,2012,3,8,2,0,1,2,30.17,34.88,70.38,4.33,1278,5995,7273
586,2012/8/8,2012,3,8,3,0,1,2,30.75,35.39,67.29,4.1,1263,6271,7534
587,2012/8/9,2012,3,8,4,0,1,1,30.99,34.98,62.04,5.78,1196,6090,7286
588,2012/8/10,2012,3,8,5,0,1,2,29.35,33.4,71.58,8.84,1065,4721,5786
589,2012/8/11,2012,3,8,6,0,0,2,28.39,31.91,73.29,7.64,2247,4052,6299
590,2012/8/12,2012,3,8,0,0,0,1,28.73,32.23,53.04,4.53,2182,4362,6544
591,2012/8/13,2012,3,8,1,0,1,1,29.55,33.11,54.54,5.04,1207,5676,6883
592,2012/8/14,2012,3,8,2,0,1,1,29.79,33.84,68.67,6.26,1128,5656,6784
593,2012/8/15,2012,3,8,3,0,1,1,28.97,32.7,61.96,6.28,1198,6149,7347
594,2012/8/16,2012,3,8,4,0,1,1,29.49,32.73,51.92,5.25,1338,6267,7605
595,2012/8/17,2012,3,8,5,0,1,1,29.66,12.12,57.08,8.56,1483,5665,7148
596,2012/8/18,2012,3,8,6,0,0,1,27.81,30.9,60.33,6.58,2827,5038,7865
597,2012/8/19,2012,3,8,0,0,0,2,26.07,30.18,71.17,3.2,1208,3341,4549
598,2012/8/20,2012,3,8,1,0,1,2,26.07,29.8,73.42,4.81,1026,5504,6530
599,2012/8/21,2012,3,8,2,0,1,1,26.62,30.05,67.38,2.69,1081,5925,7006
600,2012/8/22,2012,3,8,3,0,1,1,27.37,31.09,67.71,2.6,1094,6281,7375
601,2012/8/23,2012,3,8,4,0,1,1,28.53,31.85,63.58,3.13,1363,6402,7765
602,2012/8/24,2012,3,8,5,0,1,2,28.8,32.36,61.5,2.67,1325,6257,7582
603,2012/8/25,2012,3,8,6,0,0,2,27.13,30.93,71.29,9.04,1829,4224,6053
604,2012/8/26,2012,3,8,0,0,0,2,26.79,29.8,84.58,8.47,1483,3772,5255
605,2012/8/27,2012,3,8,1,0,1,1,28.84,32.73,73.04,4.76,989,5928,6917
606,2012/8/28,2012,3,8,2,0,1,1,29.86,33.3,62,7.06,935,6105,7040
607,2012/8/29,2012,3,8,3,0,1,1,28.09,31.79,55.21,4.16,1177,6520,7697
608,2012/8/30,2012,3,8,4,0,1,1,28.97,32.64,59.04,2.85,1172,6541,7713
609,2012/8/31,2012,3,8,5,0,1,1,31.33,34.47,58.75,6.24,1433,5917,7350
610,2012/9/1,2012,3,9,6,0,0,2,30.89,35.13,63.83,4.19,2352,3788,6140
611,2012/9/2,2012,3,9,0,0,0,2,28.56,32.45,81.5,2.37,2613,3197,5810
612,2012/9/3,2012,3,9,1,1,0,1,29.01,33.08,79.08,5.59,1965,4069,6034
613,2012/9/4,2012,3,9,2,0,1,1,29.76,34.34,75.5,8.74,867,5997,6864
614,2012/9/5,2012,3,9,3,0,1,1,30.2,35.45,74.13,6.95,832,6280,7112
615,2012/9/6,2012,3,9,4,0,1,2,28.56,32.77,81.04,5.27,611,5592,6203
616,2012/9/7,2012,3,9,5,0,1,1,28.84,32.86,73.63,6.35,1045,6459,7504
617,2012/9/8,2012,3,9,6,0,0,2,27.03,30.56,79.92,10.4,1557,4419,5976
618,2012/9/9,2012,3,9,0,0,0,1,25.01,28.95,54.75,8.31,2570,5657,8227
619,2012/9/10,2012,3,9,1,0,1,1,23.92,28.28,50.38,9.57,1118,6407,7525
620,2012/9/11,2012,3,9,2,0,1,1,23.68,27.71,52,3.41,1070,6697,7767
621,2012/9/12,2012,3,9,3,0,1,1,24.57,28.5,57.71,4.88,1050,6820,7870
622,2012/9/13,2012,3,9,4,0,1,1,25.11,28.98,63.71,3.06,1054,6750,7804
623,2012/9/14,2012,3,9,5,0,1,1,25.97,29.7,67.25,3.84,1379,6630,8009
624,2012/9/15,2012,3,9,6,0,0,1,24.94,29.29,50.17,9.16,3160,5554,8714
625,2012/9/16,2012,3,9,0,0,0,1,23.78,28.16,57,3.34,2166,5167,7333
626,2012/9/17,2012,3,9,1,0,1,2,23.81,27.65,73.46,5.61,1022,5847,6869
627,2012/9/18,2012,3,9,2,0,1,2,25.56,28.25,87.25,13.23,371,3702,4073
628,2012/9/19,2012,3,9,3,0,1,1,22.65,27.02,53.67,7.96,788,6803,7591
629,2012/9/20,2012,3,9,4,0,1,1,22.41,26.61,61.83,4.37,939,6781,7720
630,2012/9/21,2012,3,9,5,0,1,1,24.57,28.6,66.88,5.71,1250,6917,8167
631,2012/9/22,2012,3,9,6,0,0,1,26.65,30.52,64.67,10.49,2512,5883,8395
632,2012/9/23,2012,4,9,0,0,0,1,21.7,25.95,46.71,8.26,2454,5453,7907
633,2012/9/24,2012,4,9,1,0,1,1,21.08,25.13,49.29,5.27,1001,6435,7436
634,2012/9/25,2012,4,9,2,0,1,1,22.55,27.21,57,8.74,845,6693,7538
635,2012/9/26,2012,4,9,3,0,1,1,26.04,29.83,63.08,9.04,787,6946,7733
636,2012/9/27,2012,4,9,4,0,1,2,26.65,30.4,69.08,4.97,751,6642,7393
637,2012/9/28,2012,4,9,5,0,1,2,25.39,29.29,69,6.07,1045,6370,7415
638,2012/9/29,2012,4,9,6,0,0,1,22.24,26.51,54.29,8.42,2589,5966,8555
639,2012/9/30,2012,4,9,0,0,0,1,21.59,25.88,58.33,4.99,2015,4874,6889
640,2012/10/1,2012,4,10,1,0,1,2,21.35,25.6,64.92,3.36,763,6015,6778
641,2012/10/2,2012,4,10,2,0,1,3,24.22,27.12,87.17,3.87,315,4324,4639
642,2012/10/3,2012,4,10,3,0,1,2,26.96,29.96,79.38,2.46,728,6844,7572
643,2012/10/4,2012,4,10,4,0,1,2,26.96,30.4,72.29,4.35,891,6437,7328
644,2012/10/5,2012,4,10,5,0,1,1,25.22,29.01,62.75,3.93,1516,6640,8156
645,2012/10/6,2012,4,10,6,0,0,1,22.72,26.93,66.42,9.92,3031,4934,7965
646,2012/10/7,2012,4,10,0,0,0,2,17.05,20.99,70.83,5.22,781,2729,3510
647,2012/10/8,2012,4,10,1,1,0,2,15.72,19.38,70.96,7.02,874,4604,5478
648,2012/10/9,2012,4,10,2,0,1,2,18.31,21.91,76.17,7.04,601,5791,6392
649,2012/10/10,2012,4,10,3,0,1,1,21.08,25.16,63.08,6.95,780,6911,7691
650,2012/10/11,2012,4,10,4,0,1,1,17.84,21.56,46.33,6.72,834,6736,7570
651,2012/10/12,2012,4,10,5,0,1,1,17.94,21.65,53.92,8.7,1060,6222,7282
652,2012/10/13,2012,4,10,6,0,0,1,16.13,19.57,49.46,5.41,2252,4857,7109
653,2012/10/14,2012,4,10,0,0,0,1,21.39,25.41,64.04,10.31,2080,4559,6639
654,2012/10/15,2012,4,10,1,0,1,2,23.03,26.96,70.75,10.95,760,5115,5875
655,2012/10/16,2012,4,10,2,0,1,1,19.2,23.04,55.83,6.74,922,6612,7534
656,2012/10/17,2012,4,10,3,0,1,1,18.69,22.51,69.29,3.75,979,6482,7461
657,2012/10/18,2012,4,10,4,0,1,2,21.42,25.63,72.83,8.77,1008,6501,7509
658,2012/10/19,2012,4,10,5,0,1,2,23.1,26.89,81.5,4.99,753,4671,5424
659,2012/10/20,2012,4,10,6,0,0,1,19.85,23.64,57.29,4.35,2806,5284,8090
660,2012/10/21,2012,4,10,0,0,0,1,19.03,22.82,51,6.14,2132,4692,6824
661,2012/10/22,2012,4,10,1,0,1,1,19.99,24.15,56.83,3.01,830,6228,7058
662,2012/10/23,2012,4,10,2,0,1,1,22.31,26.52,64.17,3.5,841,6625,7466
663,2012/10/24,2012,4,10,3,0,1,1,24.09,27.94,63.63,2.69,795,6898,7693
664,2012/10/25,2012,4,10,4,0,1,2,22.55,26.48,80.04,4.6,875,6484,7359
665,2012/10/26,2012,4,10,5,0,1,2,22.38,26.14,80.71,4.9,1182,6262,7444
666,2012/10/27,2012,4,10,6,0,0,2,21.73,25.76,72,8.72,2643,5209,7852
667,2012/10/28,2012,4,10,0,0,0,2,19.58,23.39,69.46,14.73,998,3461,4459
668,2012/10/29,2012,4,10,1,0,1,3,18.04,21.97,88,13.25,2,20,22
669,2012/10/30,2012,4,10,2,0,1,2,13.05,15.5,82.55,7.88,87,1009,1096
670,2012/10/31,2012,4,10,3,0,1,2,14.66,18.06,66.67,6.17,419,5147,5566
671,2012/11/1,2012,4,11,4,0,1,2,15,18.5,58.17,5.82,466,5520,5986
672,2012/11/2,2012,4,11,5,0,1,1,14.56,17.8,52.21,9.85,618,5229,5847
673,2012/11/3,2012,4,11,6,0,0,2,14.08,16.19,49.13,10.01,1029,4109,5138
674,2012/11/4,2012,4,11,0,0,0,1,13.36,16.48,53.29,6.63,1201,3906,5107
675,2012/11/5,2012,4,11,1,0,1,1,13.09,15.4,49.42,8.74,378,4881,5259
676,2012/11/6,2012,4,11,2,0,1,1,11.51,14.08,56.71,6.42,466,5220,5686
677,2012/11/7,2012,4,11,3,0,1,2,12.13,13.73,54.75,11.25,326,4709,5035
678,2012/11/8,2012,4,11,4,0,1,1,14.44,17.09,33.35,12.87,340,4975,5315
679,2012/11/9,2012,4,11,5,0,1,1,14.83,17.77,54.08,7.94,709,5283,5992
680,2012/11/10,2012,4,11,6,0,0,1,15.96,19.7,64.54,2.14,2090,4446,6536
681,2012/11/11,2012,4,11,0,0,0,1,17.25,21.09,65.92,4.72,2290,4562,6852
682,2012/11/12,2012,4,11,1,1,0,1,19.89,23.77,74.17,6.42,1097,5172,6269
683,2012/11/13,2012,4,11,2,0,1,2,14.08,16.16,66.29,12.66,327,3767,4094
684,2012/11/14,2012,4,11,3,0,1,1,11.86,14.08,55.21,7.39,373,5122,5495
685,2012/11/15,2012,4,11,4,0,1,2,13.19,16.22,62.04,5.66,320,5125,5445
686,2012/11/16,2012,4,11,5,0,1,1,14.15,17.36,52.46,6.33,484,5214,5698
687,2012/11/17,2012,4,11,6,0,0,1,13.33,16.32,54.54,6.65,1313,4316,5629
688,2012/11/18,2012,4,11,0,0,0,1,14.04,16.89,69.29,8.42,922,3747,4669
689,2012/11/19,2012,4,11,1,0,1,2,15.61,18.78,62.33,8.7,449,5050,5499
690,2012/11/20,2012,4,11,2,0,1,2,15.34,19.03,68.5,3.06,534,5100,5634
691,2012/11/21,2012,4,11,3,0,1,1,14.49,18.24,61.38,3.82,615,4531,5146
692,2012/11/22,2012,4,11,4,1,0,1,13.94,17.52,58.04,1.96,955,1470,2425
693,2012/11/23,2012,4,11,5,0,1,1,15.1,18.94,56.88,5.48,1603,2307,3910
694,2012/11/24,2012,4,11,6,0,0,1,11.41,12.44,40.46,13.94,532,1745,2277
695,2012/11/25,2012,4,11,0,0,0,1,10.08,12.88,46.83,5.57,309,2115,2424
696,2012/11/26,2012,4,11,1,0,1,1,12.85,16.95,53.54,1.73,337,4750,5087
697,2012/11/27,2012,4,11,2,0,1,2,11.96,14.08,78.67,8.79,123,3836,3959
698,2012/11/28,2012,4,11,3,0,1,1,12.16,14.49,50.63,7.8,198,5062,5260
699,2012/11/29,2012,4,11,4,0,1,1,11.52,14.92,55.57,4.27,243,5080,5323
700,2012/11/30,2012,4,11,5,0,1,1,12.23,16.19,64.96,2.16,362,5306,5668
701,2012/12/1,2012,4,12,6,0,0,2,12.23,15.85,80.67,2.21,951,4240,5191
702,2012/12/2,2012,4,12,0,0,0,2,14.25,17.96,82.33,4.6,892,3757,4649
703,2012/12/3,2012,4,12,1,0,1,1,18.55,22.79,76.75,3.06,555,5679,6234
704,2012/12/4,2012,4,12,2,0,1,1,19.51,23.45,73.38,6.44,551,6055,6606
705,2012/12/5,2012,4,12,3,0,1,1,17.97,21.4,48.5,11.99,331,5398,5729
706,2012/12/6,2012,4,12,4,0,1,1,10.49,12.91,50.88,6.47,340,5035,5375
707,2012/12/7,2012,4,12,5,0,1,2,13.15,16.1,76.42,4.83,349,4659,5008
708,2012/12/8,2012,4,12,6,0,0,2,15.65,19.48,91.13,3.75,1153,4429,5582
709,2012/12/9,2012,4,12,0,0,0,2,15.75,19.51,90.54,5.85,441,2787,3228
710,2012/12/10,2012,4,12,1,0,1,2,17.87,21.78,92.5,7.04,329,4841,5170
711,2012/12/11,2012,4,12,2,0,1,2,14.49,16.92,59.67,10.95,282,5219,5501
712,2012/12/12,2012,4,12,3,0,1,2,12.2,14.87,53.83,6.03,310,5009,5319
713,2012/12/13,2012,4,12,4,0,1,1,12.13,14.71,48.58,6.44,425,5107,5532
714,2012/12/14,2012,4,12,5,0,1,1,11.55,14.71,64.29,4.86,429,5182,5611
715,2012/12/15,2012,4,12,6,0,0,1,13.29,16.92,65.04,3.93,767,4280,5047
716,2012/12/16,2012,4,12,0,0,0,2,14.86,18.5,83.88,3.73,538,3248,3786
717,2012/12/17,2012,4,12,1,0,1,2,16.13,20.08,90.71,3.64,212,4373,4585
718,2012/12/18,2012,4,12,2,0,1,1,16.84,20.49,66.63,8.19,433,5124,5557
719,2012/12/19,2012,4,12,3,0,1,1,13.63,17.11,62.54,6.81,333,4934,5267
720,2012/12/20,2012,4,12,4,0,1,2,13.53,16.76,66.79,4.9,314,3814,4128
721,2012/12/21,2012,1,12,5,0,1,2,13.39,15.09,55.67,13.85,221,3402,3623
722,2012/12/22,2012,1,12,6,0,0,1,10.9,11.81,44.13,15.07,205,1544,1749
723,2012/12/23,2012,1,12,0,0,0,1,10.08,12.97,51.54,4.92,408,1379,1787
724,2012/12/24,2012,1,12,1,0,1,2,9.48,12.95,79.13,2.86,174,746,920
725,2012/12/25,2012,1,12,2,1,0,2,11.94,14.72,73.48,6.24,440,573,1013
726,2012/12/26,2012,1,12,3,0,1,3,9.98,11.02,82.33,11.71,9,432,441
727,2012/12/27,2012,1,12,4,0,1,2,10.42,11.33,65.29,12.95,247,1867,2114
728,2012/12/28,2012,1,12,5,0,1,2,10.39,12.75,59,5.75,644,2451,3095
729,2012/12/29,2012,1,12,6,0,0,2,10.39,12.12,75.29,4.6,159,1182,1341
730,2012/12/30,2012,1,12,0,0,0,1,10.49,11.59,48.33,12.98,364,1432,1796
731,2012/12/31,2012,1,12,1,0,1,2,8.85,11.17,57.75,5.73,439,2290,2729
